,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
8843,CHEMBL560650,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1Cl,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8844,CHEMBL553238,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8847,CHEMBL561262,COc1ccccc1N2CCN(Cc3c(C)nc4cc(C)ncn34)CC2,Ki,=,40000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,40000.0
8848,CHEMBL561262,COc1ccccc1N2CCN(Cc3c(C)nc4cc(C)ncn34)CC2,Ki,=,53000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,53000.0
8851,CHEMBL559868,Clc1nccc2c(CN3CCN(CC3)c4ccccc4)c[nH]c12,Ki,=,2600.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,2600.0
8852,CHEMBL559868,Clc1nccc2c(CN3CCN(CC3)c4ccccc4)c[nH]c12,Ki,=,2900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,2900.0
8872,CHEMBL564477,Cc1ccc(cn1)N2CCN(CCN3Cc4ccccc4C3)C2=O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8883,CHEMBL561123,CN1C(=O)c2[nH]cc(CN3CCN(CC3)c4ccccc4)c2N=C1N5CCOCC5,Ki,=,1100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,1100.0
8891,CHEMBL564347,CN(CCN1CCN(C1=O)c2ccc3OCOc3c2)C[C@@]45CC[C@@H](CC4)C5(C)C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay,F,1584.89
8905,CHEMBL559780,Cc1nc2cc(ccc2s1)N3CCN(CCN4Cc5ccccc5C4)C3=O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8915,CHEMBL562384,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccccn4)n2c(C)n1,Ki,=,17000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,17000.0
8916,CHEMBL562384,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccccn4)n2c(C)n1,Ki,=,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,10000.0
8934,CHEMBL550392,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccccc4)n2c(C)n1,Ki,=,8600.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,8600.0
8935,CHEMBL550392,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccccc4)n2c(C)n1,Ki,=,11000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,11000.0
8946,CHEMBL550849,Fc1c(Cl)cccc1N2CCN(CCN3CCC(CC3)C(F)(F)F)C2=O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8955,CHEMBL549638,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(F)cc4)n2c(C)n1,Ki,=,4700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,4700.0
8956,CHEMBL549638,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(F)cc4)n2c(C)n1,Ki,=,3500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,3500.0
8976,CHEMBL550920,COc1ccc(cc1)N2CCN(Cc3c(C)nc4cc(C)ncn34)CC2,Ki,=,9100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,9100.0
8977,CHEMBL550920,COc1ccc(cc1)N2CCN(Cc3c(C)nc4cc(C)ncn34)CC2,Ki,=,13000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,13000.0
8981,CHEMBL554692,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(Cl)cc4)n2c(C)n1,Ki,=,26000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,26000.0
8982,CHEMBL554692,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(Cl)cc4)n2c(C)n1,Ki,=,57000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,57000.0
8991,CHEMBL551964,Cc1ccc2c3O[C@@H](CN4CCN(CC4)c5ccc6cc(ccc6n5)C#N)COc3ccc2n1,Ki,=,1306.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells,B,1306.0
8992,CHEMBL549759,CC(=O)n1ccc2cc(ccc12)N3CCN(CCN4Cc5ccccc5C4)C3=O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8993,CHEMBL554914,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
8996,CHEMBL564741,CC(N1CCN(CCN2Cc3ccccc3C2)C1=O)c4cccc(c4)C(F)(F)F,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
9002,CHEMBL570998,CC(C)N1CCN(CCN2CCN(C2=O)c3cccc(Cl)c3F)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
9003,CHEMBL550358,COc1cccc(c1)N2CCN(CCN3CCN(CC3)C(C)C)C2=O,Ki,=,2511.89,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,2511.89
9006,CHEMBL558838,COc1ccccc1N2CCN(Cc3c(C)[nH]c4nc(ncc34)N(C)C)CC2,Ki,=,2900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,2900.0
9007,CHEMBL558838,COc1ccccc1N2CCN(Cc3c(C)[nH]c4nc(ncc34)N(C)C)CC2,Ki,=,2600.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,2600.0
9009,CHEMBL563614,COc1ccccc1N2CCN(Cc3c(C)nc4cc(C)nc(C)n34)CC2,Ki,=,2300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,2300.0
9010,CHEMBL563614,COc1ccccc1N2CCN(Cc3c(C)nc4cc(C)nc(C)n34)CC2,Ki,=,2900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,2900.0
9014,CHEMBL563109,COc1ccccc1N2CCN(Cc3cnc4cc(C)nc(C)n34)CC2,Ki,=,1300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,1300.0
9029,CHEMBL563247,O=C1N(CCN2Cc3ccccc3C2)CCN1c4csc5ccccc45,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,1258.93
9030,CHEMBL556895,O=C1N(CCN2Cc3ccccc3C2)CCN1c4cscc4c5ccccn5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
9032,CHEMBL564108,CC(C)N1CCN(CCN2CCN(C2=O)c3ccc(F)c(c3)C#N)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 receptor expressed in CHO cells by [35S]GTP-gamma-S-based scintillation spectrometry,F,10000.0
9035,CHEMBL563078,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(Cl)c(Cl)c4)n2c(C)n1,Ki,=,3300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human cloned dopamine D2 long receptor expressed in CHO cells,B,3300.0
9036,CHEMBL563078,Cc1cc2nc(C)c(CN3CCN(CC3)c4ccc(Cl)c(Cl)c4)n2c(C)n1,Ki,=,5500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2 short receptor expressed in CHO cells,B,5500.0
9080,CHEMBL574030,COc1ccc(cc1)n2cc(nn2)C(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl,Ki,=,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human cloned dopamine D2-short expressed in CHO cells,B,1700.0
9101,CHEMBL574569,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc(c3)c4cn(Cc5ccc(cc5)c6ccc(Cn7cc(nn7)c8cccc(c8)C(=O)NCCCCN9CCN(CC9)c%10ccccc%10OC)cc6)nn4)CC2,Ki,=,15000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2long receptor expressed in CHO cells,B,15000.0
9102,CHEMBL574569,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc(c3)c4cn(Cc5ccc(cc5)c6ccc(Cn7cc(nn7)c8cccc(c8)C(=O)NCCCCN9CCN(CC9)c%10ccccc%10OC)cc6)nn4)CC2,Ki,=,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2short receptor expressed in CHO cells,B,10000.0
9103,CHEMBL574534,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4cn(Cc5ccc(cc5)c6ccc(Cn7cc(nn7)c8ccc(cc8)C(=O)NCCCCN9CCN(CC9)c%10ccccc%10OC)cc6)nn4)CC2,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2long receptor expressed in CHO cells,B,2000.0
9116,CHEMBL565552,CN(C)CCn1cc(c2cccnc12)S(=O)(=O)c3cccc4ccccc34,IC50,<,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells,B,2500.0
9117,CHEMBL584046,CN(C)CCn1cc(c2cccnc12)S(=O)(=O)c3cccc(Cl)c3,IC50,<,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells,B,2500.0
9118,CHEMBL565745,NCCn1cc(c2cccnc12)S(=O)(=O)c3cccc(Cl)c3,IC50,<,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells,B,2500.0
9119,CHEMBL576315,NCCn1cc(c2cccnc12)S(=O)(=O)c3ccccc3,IC50,<,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells,B,2500.0
9120,CHEMBL571858,CN(C)CCn1cc(c2cccnc12)S(=O)(=O)c3cccc(F)c3,IC50,<,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells,B,2500.0
9145,CHEMBL569270,CNc1cc(ncn1)c2csc(n2)N(C)C(=O)c3ccc(F)cc3,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human dopamine D2 receptor by PDSP assay,B,10000.0
9181,CHEMBL572270,CC1=NC2C=C3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCC3=CC2O1,Ki,>,2511.89,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human DRD2 receptor by GTPgammaS binding assay,B,2511.89
9184,CHEMBL567919,CN(CCN1CCN(C2COOC2)C1=O)C[C@@]34CC[C@@H](CC3)C4(C)C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human DRD2 receptor by GTPgammaS binding assay,B,1584.89
9208,CHEMBL596271,Cn1c(CN2CCN(CC2)c3ccc(Cl)cc3)nc4ccccc14,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,10000.0
9209,CHEMBL605836,Cn1c(CN2CCN(CC2)c3ncc(cc3Cl)C(F)(F)F)nc4ccccc14,Ki,=,5011.87,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,5011.87
9210,CHEMBL595759,Cn1c(CN2CCN(CC2)c3ncc(Cl)cn3)nc4ccccc14,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,10000.0
9211,CHEMBL595608,Cn1c(CN2CCN(CC2)c3ccc(cc3)C(F)(F)F)nc4ccccc14,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,10000.0
9212,CHEMBL595609,Cn1c(CN2CCN(CC2)c3nc4ccccc4s3)nc5ccccc15,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,10000.0
9213,CHEMBL595151,Cn1c(CN2CCN(CC2)c3ccc(cn3)C(F)(F)F)nc4ccccc14,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,10000.0
9217,CHEMBL604467,Cn1c(CN2CCC(CC2)c3ccccc3C(F)(F)F)nc4ccccc14,Ki,>,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay,F,3162.28
9224,CHEMBL595449,CN(C)Cc1nc(c2ccc(cc2)C(C)(C)C)n(n1)c3cccc(O)c3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,5000.0
9225,CHEMBL610449,CN1CCCc2cc3OCOc3cc2c4ccccc4CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9228,CHEMBL610449,CN1CCCc2cc3OCOc3cc2c4ccccc4CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9231,CHEMBL594798,CN1CCc2cc(O)ccc2C1Cc3ccccc3C,Ki,=,2724.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,2724.0
9234,CHEMBL594799,CCc1cc(OC)ccc1C2Cc3ccccc3CN2C,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9240,CHEMBL594127,COc1ccc2C(Cc3ccccc3C)N(C)CCc2c1,Ki,=,7371.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,7371.0
9243,CHEMBL593394,COc1ccc2CCc3ccccc3CN(C)CCc2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9246,CHEMBL593395,COc1ccc2C3N(CCc4ccccc34)CCc2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9249,CHEMBL593626,Oc1ccc2C3N(CCc4ccccc34)CCc2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9257,CHEMBL595720,CN1CCc2cc(O)ccc2CCc3ccccc3C1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9261,CHEMBL594557,COc1ccc2C3N(CCCc2c1)Cc4ccccc34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9264,CHEMBL594789,COc1ccc2Cc3ccccc3CN(C)CCCc2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9268,CHEMBL596179,CN1CCCc2cc(O)ccc2Cc3ccccc3C1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,10000.0
9275,CHEMBL592618,CCCN1CCC(CC1)c2cccc(O)c2,Ki,=,2570.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,B,2570.0
9279,CHEMBL597413,CS(=O)(=O)c1cccc(c1)N2CCN(Cc3ccccc3)CC2,Ki,=,1923.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,B,1923.0
9287,CHEMBL596801,CCCN1CCN(CC1)c2cccc(c2)S(=O)(=O)C,Ki,=,1211.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,B,1211.0
9291,CHEMBL596802,CCCN1CCC(CC1)c2cccc(c2)S(=O)(=O)C,Ki,=,17550.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,B,17550.0
9292,CHEMBL596802,CCCN1CCC(CC1)c2cccc(c2)S(=O)(=O)C,Ki,=,7521.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,B,7521.0
9295,CHEMBL604102,N[C@@H]1CCN(C1)c2ccc3[nH]nc(c3c2)S(=O)(=O)c4cccc5ccccc45,Ki,=,2910.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2910.0
9301,CHEMBL598759,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(OCC=C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9302,CHEMBL598760,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(OCC(=C)C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9303,CHEMBL599080,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(OCC=C(C)C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9304,CHEMBL596865,CCCN1CCc2cccc3c2[C@H]1Cc4ccc(CC=C)c(O)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9305,CHEMBL596866,CCCN1CCc2cccc3c2[C@H]1Cc4ccc(CC(=C)C)c(O)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9306,CHEMBL611973,CCCN1CCc2cccc3c2[C@H]1Cc4ccc5CC(C)(C)Oc5c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9307,CHEMBL603542,CCCN1CCc2cccc3c2[C@H]1Cc4c(CC=C(C)C)ccc(O)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9308,CHEMBL591448,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(OCC#C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9309,CHEMBL596678,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(OCC#CC)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9310,CHEMBL597881,CCCN1CCc2cccc3c2[C@H]1Cc4ccc5cc(C)oc5c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9311,CHEMBL597882,CCCN1CCc2cccc3c2[C@H]1Cc4ccc5c(C)c(C)oc5c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9312,CHEMBL608728,CN1CCc2cccc3c2[C@H]1Cc4cccc(OCC=C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9313,CHEMBL596884,CN1CCc2cccc3c2[C@H]1Cc4ccc(CC=C)c(O)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9314,CHEMBL596885,CN1CCc2cccc3c2[C@H]1Cc4cccc(OCC#C)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9315,CHEMBL607559,CN1CCc2cccc3c2[C@H]1Cc4ccc5cc(C)oc5c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9316,CHEMBL596886,COc1cc2CCN(C)[C@@H]3Cc4cccc(OCC=C)c4c(c1)c23,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9317,CHEMBL603752,COc1cc2CCN(C)[C@@H]3Cc4ccc(CC=C)c(O)c4c(c1)c23,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9318,CHEMBL609317,CC1Cc2ccc3C[C@H]4N(C)CCc5cccc(c45)c3c2O1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9319,CHEMBL609611,C[C@H]1Cc2ccc3C[C@H]4N(C)CCc5cccc(c45)c3c2O1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9320,CHEMBL597094,C[C@@H]1Cc2ccc3C[C@H]4N(C)CCc5cccc(c45)c3c2O1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells by liquid scintillation counting,B,10000.0
9321,CHEMBL596622,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c3ccc(CNC4CCC4)cc3,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2000.0
9323,CHEMBL599282,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c3ccc(CN(C4CCC4)S(=O)(=O)C)cc3,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2000.0
9324,CHEMBL603901,CN(Cc1ccc(cc1)[C@H]2CN(C)CCc3cc(Cl)c(O)cc23)S(=O)(=O)C,Ki,=,6000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,6000.0
9326,CHEMBL604108,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c3ccc(CNc4ccccc4)cc3,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2000.0
9328,CHEMBL598515,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4cc(N)ccc34,Ki,=,5400.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,5400.0
